"asv","track1","track2","track3","track4","track5","track6","track7","track8","track9","track10","track11","track12","track13","track14","track15","track16","track17","track18","track19","track20","track21","track22","track23","track24","track25","track26","track27","track28","track29","track30","track31","track32","track33","track34","track35","track36","track37","track38","track39","track40","track41","track42","track43","track44","track45","track46","track47","track48","track49","track50","track51","track52","track53","track54","track55","track56","track57","track58","track59","track60","track61","track62","track63","track64","track65","track66","track67","track68","track69","track70","track71","track72","track73","track74","track75","track76","track77","track78","track79","track80","track81","track82","track83","track84","track85","track86","track87","track88","track89","track90","track91","track92","track93","track94","track95","track96","track97","track98","track99","track100","track101","track102","track103","track104","track105","track106","track107","track108","track109","track110","track111","track112","track113","track114","track115","track116","track117","track118","track119","track120","track121","track122","track123","track124","track125","track126","track127","track128","track129","track130","track131","track132","track133","track134","track135","track136","track137","track138","track139","track140","track141","track142","track143","track144","track145","track146","track147","track148","track149","track150","track151","track152","track153","track154","track155","track156","track157","track158","track159","track160","track161","track162","track163","track164","track165","track166","track167","track168","track169","track170","track171","track172","track173","track174","track175","track176","track177","track178","track179","track180","track181","track182","track183","track184","track185","track186","track187","track188","track189","track190","track191","track192","track193","track194","track195","track196","track197","track198","track199","track200","track201","track202","track203","track204","track205","track206","track207","track208","track209","track210","track211","track212","track213","track214","track215","track216","track217","track218","track219","track220","track221","track222","track223","track224","track225","track226","track227","track228","track229","track230","track231","track232","track233","track234","track235","track236","track237","track238","track239","track240","track241","track242","track243","track244","track245","track246","track247","track248","track249","track250"
"asv11",2130,2130,2130,2130,0,2873,2873,2873,2873,193,3,3,3,3,0,0,0,0,0,0,0,0,0,0,0,2130,2130,2130,2130,0,2873,2873,2873,2873,193,3,3,3,3,0,0,0,0,0,0,0,0,0,0,0,3419,3419,3419,3419,0,3738,3738,3738,3738,193,3,3,3,3,0,0,0,0,0,0,0,0,0,0,0,3419,3419,3419,3419,0,3738,3738,3738,3738,193,3,3,3,3,0,0,0,0,0,0,0,0,0,0,0,3989,3989,3989,3989,0,4167,4167,4167,4167,193,3,3,3,3,0,0,0,0,0,0,0,0,0,0,0,3989,3989,3989,3989,0,4167,4167,4167,4167,193,3,3,3,3,0,0,0,0,0,0,0,0,0,0,0,4095,4095,4095,4095,0,4082,4082,4082,4082,193,3,3,3,3,0,0,0,0,0,0,0,0,0,0,0,4095,4095,4095,4095,0,4082,4082,4082,4082,193,3,3,3,3,0,0,0,0,0,0,0,0,0,0,0,4339,4339,4339,4339,0,4319,4319,4319,4319,193,3,3,3,3,0,0,0,0,0,0,0,0,0,0,0,4339,4339,4339,4339,0,4319,4319,4319,4319,193,3,3,3,3,0,0,0,0,0,0,0,0,0,0,0
"asv12",536,536,536,536,0,642,642,642,642,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,536,536,536,536,0,642,642,642,642,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,789,789,789,789,0,852,852,852,852,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,789,789,789,789,0,852,852,852,852,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,933,933,933,933,0,847,847,847,847,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,933,933,933,933,0,847,847,847,847,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,959,959,959,959,0,831,831,831,831,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,959,959,959,959,0,831,831,831,831,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1019,1019,1019,1019,0,880,880,880,880,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1019,1019,1019,1019,0,880,880,880,880,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"asv13",357,357,357,357,0,417,417,417,417,84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,357,357,357,357,0,417,417,417,417,84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,483,483,483,483,0,506,506,506,506,84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,483,483,483,483,0,506,506,506,506,84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,548,548,548,548,0,570,570,570,570,84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,548,548,548,548,0,570,570,570,570,84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,544,544,544,544,0,546,546,546,546,84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,544,544,544,544,0,546,546,546,546,84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,587,587,587,587,0,591,591,591,591,84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,587,587,587,587,0,591,591,591,591,84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"asv14",417,417,417,417,0,151,151,151,151,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,417,417,417,417,0,151,151,151,151,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,605,605,605,605,0,222,222,222,222,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,605,605,605,605,0,222,222,222,222,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,688,688,688,688,0,259,259,259,259,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,688,688,688,688,0,259,259,259,259,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,666,666,666,666,0,234,234,234,234,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,666,666,666,666,0,234,234,234,234,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,726,726,726,726,0,268,268,268,268,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,726,726,726,726,0,268,268,268,268,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"asv15",461,461,461,461,0,546,546,546,546,86,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,461,461,461,461,0,546,546,546,546,86,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,608,608,608,608,0,653,653,653,653,86,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,608,608,608,608,0,653,653,653,653,86,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,688,688,688,688,0,721,721,721,721,86,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,688,688,688,688,0,721,721,721,721,86,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,691,691,691,691,0,703,703,703,703,86,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,691,691,691,691,0,703,703,703,703,86,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,731,731,731,731,0,741,741,741,741,86,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,731,731,731,731,0,741,741,741,741,86,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"asv16",209,0,209,209,0,244,244,3,247,0,0,0,0,0,0,0,275,0,275,0,0,0,0,0,0,0,0,0,0,0,3,3,3,3,0,0,262,0,0,34,0,0,0,275,50,0,0,0,0,0,0,0,0,0,349,3,300,3,0,0,0,305,0,0,0,0,0,2044,0,50,0,0,0,0,0,0,0,0,0,0,300,300,300,3,0,305,0,0,0,0,0,0,0,0,0,0,322,0,0,0,0,310,0,0,349,3,314,3,3,0,322,322,0,0,0,0,0,0,0,50,0,3,0,0,0,0,0,0,0,0,317,3,317,3,0,322,322,0,0,0,0,0,0,0,0,329,0,0,0,0,0,0,0,0,349,3,3,3,3,0,0,0,0,0,0,0,315,0,0,0,0,0,0,0,0,307,0,0,0,0,3,3,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,322,0,0,316,0,0,0,0,3,3,0,320,0,323,0,0,0,0,0,0,0,0,50,0,0,0,0,0,0,0,0,0,0,3,3,3,3,0,0,323,0,0,0,0,0,0,0,0,0,329,0,0,0
"asv17",96,96,96,96,0,116,116,116,116,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,96,96,96,96,0,116,116,116,116,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,130,130,130,130,0,149,149,149,149,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,130,130,130,130,0,149,149,149,149,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,158,158,158,158,0,167,167,167,167,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,158,158,158,158,0,167,167,167,167,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,153,153,153,153,0,158,158,158,158,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,153,153,153,153,0,158,158,158,158,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,165,165,165,165,0,171,171,171,171,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,165,165,165,165,0,171,171,171,171,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"asv18",76,76,76,76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,76,76,76,76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,111,111,111,111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,111,111,111,111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,136,136,136,136,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,136,136,136,136,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,137,137,137,137,0,10,10,10,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,137,137,137,137,0,10,10,10,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,147,147,147,147,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,147,147,147,147,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"asv19",74,74,74,74,0,101,101,101,101,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,74,74,74,74,0,101,101,101,101,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,116,116,116,116,0,126,126,126,126,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,116,116,116,116,0,126,126,126,126,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,136,136,136,136,0,137,137,137,137,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,136,136,136,136,0,137,137,137,137,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,139,139,139,139,0,138,138,138,138,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,139,139,139,139,0,138,138,138,138,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,144,144,144,144,0,143,143,143,143,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,144,144,144,144,0,143,143,143,143,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"asv20",129,129,129,129,0,196,196,196,196,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,129,129,129,129,0,196,196,196,196,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,250,250,250,250,0,247,247,247,247,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,250,250,250,250,0,247,247,247,247,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,309,309,309,309,0,285,285,285,285,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,309,309,309,309,0,285,285,285,285,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,328,328,328,328,0,291,291,291,291,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,328,328,328,328,0,291,291,291,291,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,341,341,341,341,0,304,304,304,304,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,341,341,341,341,0,304,304,304,304,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"asv21",66,66,66,66,0,75,75,75,75,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,66,66,66,66,0,75,75,75,75,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,88,88,88,88,0,90,90,90,90,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,88,88,88,88,0,90,90,90,90,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,100,100,100,0,99,99,99,99,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,100,100,100,0,99,99,99,99,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,101,101,101,101,0,96,96,96,96,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,101,101,101,101,0,96,96,96,96,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,107,107,107,107,0,102,102,102,102,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,107,107,107,107,0,102,102,102,102,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"asv22",102,102,102,102,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,102,102,102,102,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,133,133,133,133,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,133,133,133,133,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,151,151,151,151,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,151,151,151,151,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,155,155,155,155,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,155,155,155,155,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,163,163,163,163,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,163,163,163,163,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
