"asv","track1","track2","track3","track4","track5","track6","track7","track8","track9","track10","track11","track12","track13","track14","track15","track16","track17","track18","track19","track20","track21","track22","track23","track24","track25","track26","track27","track28","track29","track30","track31","track32","track33","track34","track35","track36","track37","track38","track39","track40","track41","track42","track43","track44","track45","track46","track47","track48","track49","track50","track51","track52","track53","track54","track55","track56","track57","track58","track59","track60","track61","track62","track63","track64","track65","track66","track67","track68","track69","track70","track71","track72","track73","track74","track75","track76","track77","track78","track79","track80","track81","track82","track83","track84","track85","track86","track87","track88","track89","track90","track91","track92","track93","track94","track95","track96","track97","track98","track99","track100","track101","track102","track103","track104","track105","track106","track107","track108","track109","track110","track111","track112","track113","track114","track115","track116","track117","track118","track119","track120","track121","track122","track123","track124","track125","track126","track127","track128","track129","track130","track131","track132","track133","track134","track135","track136","track137","track138","track139","track140","track141","track142","track143","track144","track145","track146","track147","track148","track149","track150","track151","track152","track153","track154","track155","track156","track157","track158","track159","track160","track161","track162","track163","track164","track165","track166","track167","track168","track169","track170","track171","track172","track173","track174","track175","track176","track177","track178","track179","track180","track181","track182","track183","track184","track185","track186","track187","track188","track189","track190","track191","track192","track193","track194","track195","track196","track197","track198","track199","track200","track201","track202","track203","track204","track205","track206","track207","track208","track209","track210","track211","track212","track213","track214","track215","track216","track217","track218","track219","track220","track221","track222","track223","track224","track225","track226","track227","track228","track229","track230","track231","track232","track233","track234","track235","track236","track237","track238","track239","track240","track241","track242","track243","track244","track245","track246","track247","track248","track249","track250"
"asv11",7,7,7,7,0,14,14,14,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,7,7,7,0,14,14,14,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,17,17,17,0,21,21,21,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,17,17,17,0,21,21,21,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,22,22,22,0,25,25,25,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,22,22,22,0,25,25,25,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,23,23,23,0,26,26,26,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,23,23,23,0,26,26,26,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,24,24,24,0,27,27,27,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,24,24,24,0,27,27,27,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"asv12",6,2,6,6,0,7,7,0,3,0,2,2,6,2,0,0,8,0,0,0,0,0,0,8,3,0,0,8,8,0,0,0,0,0,0,0,2,0,2,0,0,8,0,0,0,0,0,0,0,0,2,16,17,2,0,3,0,0,4,0,2,2,2,7,0,0,0,0,0,0,0,0,0,0,0,8,16,8,2,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,8,8,0,8,0,6,10,6,0,0,0,0,0,0,0,2,6,2,0,0,8,0,0,0,0,0,0,0,0,0,4,6,10,23,0,0,8,3,0,0,10,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,10,4,6,0,0,0,0,0,0,0,2,0,2,0,0,0,0,3,0,8,0,3,0,0,6,2,6,2,0,0,0,0,0,0,5,0,2,11,0,0,0,0,0,0,0,3,0,0,0,14,6,4,4,0,0,0,3,0,0,5,2,5,2,0,3,0,0,0,0,0,0,0,0,0,4,35,6,6,0,3,8,0,3,0,0,3,2,5,0,8,0,8,0,0,0,0,0,8,0
"asv13",6,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,8,0,0,0,6,6,0,0,0,0,7,0,0,0,0,0,0,0,8,0,8,0,0,8,0,8,0,0,0,0,0,8,0,0,0,0,0,0,8,8,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,8,0,0,0,0,0,8,0,0,8,0,8,0,0,8,0,0,0,0,0,0,0,0,0,8,8,0,0,0,8,0,0,0,8,8,8,8,0,0,8,8,0,0,0,0,8,0,0,12,4,0,8,0,0,0,0,0,0,0,0,8,0,0,0,8,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,8,8,0,8,0,0,0,8,8,0,0,0,8,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,8,0,0,0,8,0,0,0,8,0,8,0,8,0,0,0,0,8,0,0,0,0,0,0,8,8,0,8,0,0,8,0,8,0,0,0,0,8,0,8,8,0,8,0,8,0,0,0,8,0,8,0,0,0,0,0,0
"asv14",5,5,5,5,0,5,5,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,5,5,0,5,5,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,8,8,8,0,7,7,7,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,8,8,8,0,7,7,7,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,10,10,10,0,8,8,8,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,10,10,10,0,8,8,8,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,11,11,11,0,8,8,8,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,11,11,11,0,8,8,8,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,11,11,11,0,8,8,8,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,11,11,11,0,8,8,8,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"asv15",5,5,5,5,0,5,5,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,5,5,0,5,5,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,5,5,0,6,6,6,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,5,5,0,6,6,6,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,6,6,6,0,6,6,6,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,6,6,6,0,6,6,6,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,6,6,6,0,6,6,6,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,6,6,6,0,6,6,6,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,6,6,6,0,6,6,6,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,6,6,6,0,6,6,6,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"asv16",2,2,2,2,5,10,10,10,10,0,7,16,16,16,0,17,8,17,17,0,7,7,7,7,0,2,2,2,2,0,10,10,7,10,0,16,16,7,7,0,8,8,8,8,4,7,7,7,7,0,6,6,6,6,5,11,11,11,11,0,8,8,17,17,0,17,17,17,17,4,8,8,8,8,0,6,6,6,6,0,8,11,11,11,0,17,17,8,8,0,17,17,8,17,0,5,8,8,8,0,7,7,7,7,0,12,12,12,12,0,8,8,17,17,0,17,17,8,17,0,8,8,8,8,0,7,7,7,7,5,12,12,12,12,0,17,17,8,8,0,17,17,8,8,0,8,8,8,8,0,7,7,7,7,5,12,12,12,12,0,8,8,8,8,0,8,8,8,17,0,8,8,8,8,0,7,7,7,7,0,12,12,12,12,0,8,8,8,8,0,17,8,8,17,4,8,8,8,8,0,7,7,7,7,0,12,12,12,12,0,8,8,8,8,0,17,8,8,17,4,8,8,8,8,0,7,7,7,7,0,12,12,12,12,0,8,8,8,8,0,17,17,17,8,4,8,8,8,8,0
"asv17",0,67,67,0,96,85,85,2,85,0,90,2,90,2,2,92,2,2,2,2,2,2,2,2,35,0,0,0,0,0,2,85,2,2,2,2,2,2,2,11,2,2,2,2,13,2,2,98,2,2,91,0,0,0,96,2,2,2,2,0,2,2,2,2,2,105,2,2,105,2,2,109,2,2,2,91,0,0,0,0,2,2,2,97,2,101,2,101,2,11,105,105,2,2,2,2,2,2,2,2,0,104,0,0,0,2,2,2,2,0,2,2,2,110,2,2,2,112,2,13,2,2,2,2,35,104,104,0,0,0,108,2,2,108,2,2,2,2,2,2,112,2,2,2,2,2,112,2,2,2,98,98,0,0,0,2,102,2,2,2,104,104,2,2,11,2,2,2,2,13,111,2,2,111,35,0,0,98,0,0,2,2,2,2,2,104,104,2,2,2,2,2,2,2,2,2,2,2,111,2,0,0,108,0,0,111,2,2,2,2,2,112,2,112,2,2,2,2,112,2,2,2,2,2,2,0,0,0,0,0,2,111,111,111,0,2,2,2,112,2,2,2,2,2,2,2,2,2,2,2
"asv18",0,6,6,0,0,0,4,11,11,0,4,4,8,12,0,0,0,8,0,0,8,0,0,0,0,6,0,0,6,0,11,11,0,11,0,12,12,12,12,0,0,0,0,0,0,0,8,0,8,0,8,0,8,0,0,8,12,4,8,0,5,5,13,0,0,8,8,8,0,0,8,8,8,0,0,0,0,0,8,0,12,4,12,4,0,13,5,5,5,0,8,0,8,8,0,0,0,8,0,0,8,0,0,8,0,14,6,14,14,0,6,0,6,6,0,3,3,3,11,0,8,8,0,8,0,0,8,8,0,0,6,6,8,14,0,6,8,3,14,0,8,0,11,11,0,8,8,0,8,0,8,8,0,8,0,8,14,6,14,0,14,14,6,8,0,0,0,0,0,0,0,8,0,0,0,8,8,0,8,0,14,14,8,6,0,14,8,14,6,0,0,8,8,0,0,8,8,0,8,0,0,0,8,0,0,6,14,14,14,0,6,6,14,14,0,8,11,0,0,0,0,8,8,0,0,0,0,8,0,0,6,6,6,6,0,6,14,9,14,0,0,0,0,0,0,8,8,8,0,0
"asv19",0,0,0,0,0,13,13,13,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,13,13,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,15,15,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,15,15,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,16,16,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,16,16,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,16,16,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,16,16,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,16,16,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,16,16,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"asv20",0,0,0,0,0,4,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,4,0,8,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,3,6,0,3,0,3,3,0,0,0,0,0,8,0,0,0,0,0,0,0,6,0,0,0,0,0,0,8,6,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,3,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0
"asv21",0,0,0,0,0,3,3,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,7,7,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,7,7,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,6,6,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,6,6,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,7,7,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,7,7,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"asv22",0,0,0,0,0,3,3,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"asv23",0,0,0,0,0,3,3,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
